RepRapFirmware height map file v2 generated at 2023-04-26 11:45, min error -0.112, max error 0.258, mean 0.014, deviation 0.074
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-165.00,155.00,-146.00,175.00,-1.00,63.99,64.19,6,6
  0.142,  0.118,  0.049,  0.007, -0.011,  0.045
 -0.016,  0.037,  0.019, -0.013, -0.006, -0.059
 -0.097, -0.026,  0.002, -0.029, -0.033, -0.077
 -0.112, -0.043,  0.007,  0.008, -0.038, -0.044
 -0.082, -0.006,  0.049,  0.041,  0.048,  0.053
 -0.019,  0.015,  0.080,  0.100,  0.151,  0.258
